adm1_name,adm2_name,h_water_source_2way,hh_size_bucket,h_cooking_fuel,h_toilet_type_3way,h_toilet_type_2way,hhh_sex,hhh_edu,h_cell,pop_weight,norm_weight,N_cell
Bulawayo,Bulawayo,improved,1-2,clean,improved,improved,F,higher,no,0.406199418863061,0.0013915243552681106,14
Bulawayo,Bulawayo,improved,1-2,clean,improved,improved,F,higher,yes,7.212799747993914,0.024709012502031297,247
Bulawayo,Bulawayo,improved,1-2,clean,improved,improved,F,preprimary/other,yes,0.5149817116897958,0.0017641817320659346,18
Bulawayo,Bulawayo,improved,1-2,clean,improved,improved,F,primary,no,0.2399052314869048,8.218474893554807e-4,8
Bulawayo,Bulawayo,improved,1-2,clean,improved,improved,F,primary,yes,4.699557517168824,0.016099355243854693,161
Bulawayo,Bulawayo,improved,1-2,clean,improved,improved,F,secondary,no,0.713929347836412,0.0024457200806334988,24
Bulawayo,Bulawayo,improved,1-2,clean,improved,improved,F,secondary,yes,23.742568723160737,0.08133532718332871,813
Bulawayo,Bulawayo,improved,1-2,clean,improved,improved,M,higher,no,0.7680897878835671,0.002631258434254487,26
Bulawayo,Bulawayo,improved,1-2,clean,improved,improved,M,higher,yes,12.821262216740095,0.043922019115165904,439
Bulawayo,Bulawayo,improved,1-2,clean,improved,improved,M,preprimary/other,no,0.3883532956239285,0.0013303885830804577,13
Bulawayo,Bulawayo,improved,1-2,clean,improved,improved,M,preprimary/other,yes,0.5849281452815497,0.0020037984360471925,20
Bulawayo,Bulawayo,improved,1-2,clean,improved,improved,M,primary,no,1.4973167509227097,0.005129383819139038,51
Bulawayo,Bulawayo,improved,1-2,clean,improved,improved,M,primary,yes,7.827586316781866,0.02681509745447815,268
Bulawayo,Bulawayo,improved,1-2,clean,improved,improved,M,secondary,no,1.1363327677558366,0.0038927547618046645,39
Bulawayo,Bulawayo,improved,1-2,clean,improved,improved,M,secondary,yes,23.66056789044909,0.08105441551636991,811
Bulawayo,Bulawayo,improved,1-2,clean,unimproved,unimproved,F,primary,yes,0.2638819605364932,9.039849836078163e-4,9
Bulawayo,Bulawayo,improved,1-2,clean,unimproved,unimproved,F,secondary,yes,0.2638819605364932,9.039849836078163e-4,9
Bulawayo,Bulawayo,improved,1-2,other,improved,improved,F,preprimary/other,yes,0.1779742627526928,6.096895015862846e-4,6
Bulawayo,Bulawayo,improved,1-2,other,improved,improved,F,primary,yes,0.5044141183820666,0.0017279801454033236,17
Bulawayo,Bulawayo,improved,1-2,other,improved,improved,M,higher,yes,0.38013230867999614,0.0013022258063122329,13
Bulawayo,Bulawayo,improved,1-2,other,improved,improved,M,preprimary/other,yes,0.20320033808486945,6.96106902947427e-4,7
Bulawayo,Bulawayo,improved,1-2,other,improved,improved,M,primary,no,0.1977026292150036,6.772733068482388e-4,7
Bulawayo,Bulawayo,improved,1-2,other,improved,improved,M,primary,yes,0.33797941696711714,0.0011578219181244338,12
Bulawayo,Bulawayo,improved,1-2,other,improved,improved,M,secondary,yes,0.7965881072935956,0.00272888561859232,27
Bulawayo,Bulawayo,improved,1-2,other,unimproved,unimproved,F,secondary,yes,0.1606397965301588,5.503065216653796e-4,6
Bulawayo,Bulawayo,improved,1-2,other,unimproved,unimproved,M,primary,yes,0.16566070609084085,5.675067381473312e-4,6
Bulawayo,Bulawayo,improved,3-4,clean,improved,improved,F,higher,yes,8.383833550688504,0.028720643197744086,287
Bulawayo,Bulawayo,improved,3-4,clean,improved,improved,F,preprimary/other,yes,1.598716580805544,0.005476750965298287,55
Bulawayo,Bulawayo,improved,3-4,clean,improved,improved,F,primary,no,0.39057516716920426,0.0013380000867556285,13
Bulawayo,Bulawayo,improved,3-4,clean,improved,improved,F,primary,yes,8.689697118211601,0.029768445296498608,298
Bulawayo,Bulawayo,improved,3-4,clean,improved,improved,F,secondary,no,1.6509539823942725,0.005655701532903954,57
Bulawayo,Bulawayo,improved,3-4,clean,improved,improved,F,secondary,yes,25.876594387466326,0.08864589570890688,886
Bulawayo,Bulawayo,improved,3-4,clean,improved,improved,M,higher,yes,11.016184124381857,0.037738331960448,377
Bulawayo,Bulawayo,improved,3-4,clean,improved,improved,M,preprimary/other,no,0.4676045095294368,0.0016018808334700512,16
Bulawayo,Bulawayo,improved,3-4,clean,improved,improved,M,preprimary/other,yes,2.304488917784407,0.007894527433146134,79
Bulawayo,Bulawayo,improved,3-4,clean,improved,improved,M,primary,no,0.689981990111864,0.0023636832042359464,24
Bulawayo,Bulawayo,improved,3-4,clean,improved,improved,M,primary,yes,4.896230886283279,0.016773102596623953,168
Bulawayo,Bulawayo,improved,3-4,clean,improved,improved,M,secondary,no,0.7639576224805205,0.0026171028039622783,26
Bulawayo,Bulawayo,improved,3-4,clean,improved,improved,M,secondary,yes,34.38570110544333,0.11779568935652468,1178
Bulawayo,Bulawayo,improved,3-4,clean,unimproved,unimproved,F,primary,yes,0.20119495168055748,6.892370161535604e-4,7
Bulawayo,Bulawayo,improved,3-4,clean,unimproved,unimproved,M,secondary,yes,0.2074834410728123,7.107796027275647e-4,7
Bulawayo,Bulawayo,improved,3-4,other,improved,improved,F,preprimary/other,no,0.16225459494786612,5.558383644567296e-4,6
Bulawayo,Bulawayo,improved,3-4,other,improved,improved,F,primary,yes,0.1059003403086457,3.627846223491055e-4,4
Bulawayo,Bulawayo,improved,3-4,other,improved,improved,F,secondary,yes,1.290008852306057,0.0044192055752312704,44
Bulawayo,Bulawayo,improved,3-4,other,improved,improved,M,higher,yes,0.10921032975472508,3.7412371028475963e-4,4
Bulawayo,Bulawayo,improved,3-4,other,improved,improved,M,preprimary/other,yes,0.1942096143089798,6.653072254376564e-4,7
Bulawayo,Bulawayo,improved,3-4,other,improved,improved,M,primary,no,0.15950231205165244,5.464098214681924e-4,5
Bulawayo,Bulawayo,improved,3-4,other,improved,improved,M,primary,yes,0.41320078635310775,0.0014155090606373392,14
Bulawayo,Bulawayo,improved,3-4,other,improved,improved,M,secondary,yes,1.1564862166130436,0.003961794779158574,40
Bulawayo,Bulawayo,improved,3-4,other,unimproved,unimproved,M,secondary,yes,0.11881505378756824,4.070267790649637e-4,4
Bulawayo,Bulawayo,improved,5-6,clean,improved,improved,F,higher,yes,6.339949435400105,0.02171887413138253,217
Bulawayo,Bulawayo,improved,5-6,clean,improved,improved,F,preprimary/other,yes,1.9431560862977288,0.00665670332010572,67
Bulawayo,Bulawayo,improved,5-6,clean,improved,improved,F,primary,no,1.2646182992685933,0.004332224719758238,43
Bulawayo,Bulawayo,improved,5-6,clean,improved,improved,F,primary,yes,4.8561548791619975,0.016635813527803394,166
Bulawayo,Bulawayo,improved,5-6,clean,improved,improved,F,secondary,no,0.3542462126856982,0.0012135473607849205,12
Bulawayo,Bulawayo,improved,5-6,clean,improved,improved,F,secondary,yes,10.40813774828364,0.03565533700235224,357
Bulawayo,Bulawayo,improved,5-6,clean,improved,improved,M,higher,yes,10.699858760694683,0.03665469070613065,367
Bulawayo,Bulawayo,improved,5-6,clean,improved,improved,M,preprimary/other,yes,0.25857710937232953,8.858120634774338e-4,9
Bulawayo,Bulawayo,improved,5-6,clean,improved,improved,M,primary,yes,4.560823461401839,0.01562409159614877,156
Bulawayo,Bulawayo,improved,5-6,clean,improved,improved,M,secondary,no,1.146292842828166,0.00392687516276988,39
Bulawayo,Bulawayo,improved,5-6,clean,improved,improved,M,secondary,yes,19.158862836076626,0.06563284686684741,656
Bulawayo,Bulawayo,improved,5-6,clean,unimproved,unimproved,F,preprimary/other,yes,0.2638819605364932,9.039849836078163e-4,9
Bulawayo,Bulawayo,improved,5-6,clean,unimproved,unimproved,F,primary,yes,0.2638819605364932,9.039849836078163e-4,9
Bulawayo,Bulawayo,improved,5-6,clean,unimproved,unimproved,M,primary,yes,0.30003745726630965,0.0010278434923599352,10
Bulawayo,Bulawayo,improved,5-6,other,improved,improved,F,preprimary/other,yes,0.36629769600962714,0.0012548323350699481,13
Bulawayo,Bulawayo,improved,5-6,other,improved,improved,F,primary,yes,0.1779742627526928,6.096895015862846e-4,6
Bulawayo,Bulawayo,improved,5-6,other,improved,improved,F,secondary,yes,0.7020002606103231,0.002404854400771912,24
Bulawayo,Bulawayo,improved,5-6,other,improved,improved,M,higher,yes,0.2045142554968447,7.006080124878885e-4,7
Bulawayo,Bulawayo,improved,5-6,other,improved,improved,M,primary,yes,1.0907765017484878,0.0037366918755953916,37
Bulawayo,Bulawayo,improved,5-6,other,improved,improved,M,secondary,no,0.21972118548823583,7.527026548463297e-4,8
Bulawayo,Bulawayo,improved,5-6,other,improved,improved,M,secondary,yes,0.9559922715115258,0.00327495921333369,33
Bulawayo,Bulawayo,improved,7+,clean,improved,improved,F,higher,yes,1.0256978646550825,0.0035137508660375775,35
Bulawayo,Bulawayo,improved,7+,clean,improved,improved,F,preprimary/other,yes,0.35199091831084356,0.0012058213599459892,12
Bulawayo,Bulawayo,improved,7+,clean,improved,improved,F,primary,yes,3.668266558577806,0.012566444019451905,126
Bulawayo,Bulawayo,improved,7+,clean,improved,improved,F,secondary,yes,4.531954424862293,0.015525194439746275,155
Bulawayo,Bulawayo,improved,7+,clean,improved,improved,M,higher,yes,4.191322453997714,0.014358285621984438,144
Bulawayo,Bulawayo,improved,7+,clean,improved,improved,M,preprimary/other,yes,0.3629926414528946,0.0012435101526698457,12
Bulawayo,Bulawayo,improved,7+,clean,improved,improved,M,primary,no,0.3903851606286507,0.0013373491780724488,13
Bulawayo,Bulawayo,improved,7+,clean,improved,improved,M,primary,yes,4.066813410278327,0.013931752843400928,139
Bulawayo,Bulawayo,improved,7+,clean,improved,improved,M,secondary,yes,8.360241758543232,0.028639824388484204,286
Bulawayo,Bulawayo,improved,7+,other,improved,improved,F,preprimary/other,yes,0.1860980603239882,6.375193350443588e-4,6
Bulawayo,Bulawayo,improved,7+,other,improved,improved,F,secondary,yes,0.3582653735041781,0.0012273158693226925,12
Bulawayo,Bulawayo,improved,7+,other,improved,improved,M,higher,yes,0.20320033808486945,6.96106902947427e-4,7
Bulawayo,Bulawayo,improved,7+,other,improved,improved,M,primary,yes,0.6060523747753661,0.0020761640733718196,21
Bulawayo,Bulawayo,improved,7+,other,improved,improved,M,secondary,yes,0.9543061687213976,0.003269183101923891,33
Bulawayo,Bulawayo,other,1-2,clean,improved,improved,M,higher,yes,0.7942403049984523,0.0027208427117752926,27
Bulawayo,Bulawayo,other,1-2,other,improved,improved,F,preprimary/other,yes,0.2144386302472528,7.34606114244544e-4,7
Bulawayo,Bulawayo,other,1-2,other,unimproved,unimproved,F,primary,yes,0.17206652596063726,5.894512657619489e-4,6
Bulawayo,Bulawayo,other,3-4,clean,improved,improved,F,higher,yes,0.26769656333519865,9.170527342090598e-4,9
Bulawayo,Bulawayo,other,3-4,clean,improved,improved,F,secondary,yes,0.33532531366476764,0.0011487297106639845,11
Bulawayo,Bulawayo,other,3-4,clean,improved,improved,M,secondary,yes,0.4333412904507617,0.0014845047329051788,15
Harare,Chitungwiza,improved,1-2,clean,improved,improved,F,higher,no,1.6565400307678482,0.010540654002383104,105
Harare,Chitungwiza,improved,1-2,clean,improved,improved,F,higher,yes,1.4957778402366737,0.009517715470515066,95
Harare,Chitungwiza,improved,1-2,clean,improved,improved,F,primary,yes,3.584989821059202,0.022811484542474118,228
Harare,Chitungwiza,improved,1-2,clean,improved,improved,F,secondary,yes,4.101119269841165,0.026095644199955893,261
Harare,Chitungwiza,improved,1-2,clean,improved,improved,M,preprimary/other,yes,1.1008599881310217,0.0070048317725096105,70
Harare,Chitungwiza,improved,1-2,clean,improved,improved,M,secondary,yes,18.44813530904278,0.11738648488417865,1174
Harare,Chitungwiza,improved,1-2,other,improved,improved,F,primary,no,0.948614944109544,0.006036088305523103,60
Harare,Chitungwiza,improved,1-2,other,unimproved,unimproved,M,secondary,no,0.5303700459932659,0.0033747733493960396,34
Harare,Chitungwiza,improved,3-4,clean,improved,improved,F,higher,yes,4.228621184398414,0.02690694579305197,269
Harare,Chitungwiza,improved,3-4,clean,improved,improved,F,primary,yes,6.293111110980492,0.04004340709391179,400
Harare,Chitungwiza,improved,3-4,clean,improved,improved,F,secondary,yes,14.94835485267746,0.09511719214770922,951
Harare,Chitungwiza,improved,3-4,clean,improved,improved,M,higher,yes,4.947277288385388,0.03147979353480928,315
Harare,Chitungwiza,improved,3-4,clean,improved,improved,M,primary,yes,1.0715408095461498,0.006818272250036758,68
Harare,Chitungwiza,improved,3-4,clean,improved,improved,M,secondary,no,1.185825995897835,0.007545475085197106,75
Harare,Chitungwiza,improved,3-4,clean,improved,improved,M,secondary,yes,22.168922252178355,0.14106205387480397,1411
Harare,Chitungwiza,improved,3-4,clean,unimproved,unimproved,F,higher,yes,0.8337497542752454,0.005305194876765949,53
Harare,Chitungwiza,improved,3-4,clean,unimproved,unimproved,M,secondary,yes,0.8598091878831003,0.0054710124652676585,55
Harare,Chitungwiza,improved,3-4,other,improved,improved,F,primary,yes,0.6112990928194783,0.003889729260809999,39
Harare,Chitungwiza,improved,3-4,other,improved,improved,F,secondary,yes,1.4756638015251375,0.009389728751986707,94
Harare,Chitungwiza,improved,3-4,other,improved,improved,M,primary,yes,1.5385762888570098,0.009790044318817406,98
Harare,Chitungwiza,improved,3-4,other,improved,improved,M,secondary,no,0.6790613205410161,0.004320903988602328,43
Harare,Chitungwiza,improved,5-6,clean,improved,improved,F,higher,yes,2.5348419712616,0.016129336854843395,161
Harare,Chitungwiza,improved,5-6,clean,improved,improved,F,preprimary/other,yes,2.576910868166932,0.01639702352604052,164
Harare,Chitungwiza,improved,5-6,clean,improved,improved,F,primary,yes,1.1949966070197349,0.007603828180824711,76
Harare,Chitungwiza,improved,5-6,clean,improved,improved,F,secondary,yes,6.150816970453451,0.039137981765212194,391
Harare,Chitungwiza,improved,5-6,clean,improved,improved,M,higher,yes,8.399966903539617,0.053449444696268174,534
Harare,Chitungwiza,improved,5-6,clean,improved,improved,M,primary,yes,1.5859132160106495,0.010091251752018552,101
Harare,Chitungwiza,improved,5-6,clean,improved,improved,M,secondary,yes,18.953712030359423,0.12060349696482715,1206
Harare,Chitungwiza,improved,5-6,clean,unimproved,unimproved,M,secondary,yes,0.8598091878831003,0.0054710124652676585,55
Harare,Chitungwiza,improved,5-6,other,improved,improved,F,secondary,yes,0.8806454232964155,0.00560359456055343,56
Harare,Chitungwiza,improved,5-6,other,improved,improved,M,secondary,no,0.6790613205410161,0.004320903988602328,43
Harare,Chitungwiza,improved,5-6,other,improved,improved,M,secondary,yes,1.3193176296834566,0.008394889586393827,84
Harare,Chitungwiza,improved,7+,clean,improved,improved,F,higher,yes,1.4957778402366737,0.009517715470515066,95
Harare,Chitungwiza,improved,7+,clean,improved,improved,F,primary,yes,1.4957778402366737,0.009517715470515066,95
Harare,Chitungwiza,improved,7+,clean,improved,improved,F,secondary,yes,1.4957778402366737,0.009517715470515066,95
Harare,Chitungwiza,improved,7+,clean,improved,improved,M,secondary,yes,6.974859942478022,0.04438141186039698,444
Harare,Chitungwiza,improved,7+,other,improved,improved,M,secondary,yes,1.3361072094328428,0.008501722592356058,85
Harare,Chitungwiza,other,3-4,clean,improved,improved,M,secondary,yes,1.9062127725848648,0.012129335191149568,121
Harare,Chitungwiza,other,5-6,clean,improved,improved,M,higher,yes,3.760279732018976,0.02392686374685053,239
Harare,Chitungwiza,other,5-6,other,improved,improved,M,secondary,yes,0.8482288092170011,0.005397325888143802,54
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,1-2,clean,improved,improved,F,primary,no,1.3557968555881317,0.014661572977966204,147
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,1-2,clean,improved,improved,F,secondary,yes,2.5173044198963868,0.027222103597561137,272
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,1-2,clean,improved,improved,M,higher,yes,1.1085063489989724,0.011987376033068872,120
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,1-2,clean,improved,improved,M,preprimary/other,no,1.194062514246209,0.012912579506817269,129
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,1-2,clean,improved,improved,M,preprimary/other,yes,2.340898887083268,0.025314456015700794,253
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,1-2,clean,improved,improved,M,primary,no,2.521572937521705,0.027268263302397,273
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,1-2,clean,improved,improved,M,secondary,yes,15.540184780086758,0.16805139524053944,1681
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,1-2,other,improved,improved,F,secondary,yes,2.636193356796869,0.02850776731440395,285
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,1-2,other,improved,improved,M,higher,yes,0.7432931531118915,0.00803796436276969,80
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,1-2,other,improved,improved,M,secondary,yes,2.083805078988671,0.022534246271131767,225
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,1-2,other,unimproved,unimproved,M,preprimary/other,no,0.54866651653839,0.005933273955930928,59
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,3-4,clean,improved,improved,F,primary,yes,3.592213724326961,0.03884616154300259,388
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,3-4,clean,improved,improved,F,secondary,yes,2.5173044198963868,0.027222103597561137,272
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,3-4,clean,improved,improved,M,secondary,yes,3.6388911550432743,0.03935093078925837,394
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,3-4,other,improved,improved,F,primary,yes,1.441530266238023,0.015588693181640122,156
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,3-4,other,improved,improved,F,secondary,yes,3.936076522217004,0.042564690233265354,426
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,3-4,other,improved,improved,M,preprimary/other,yes,1.34051192587678,0.014496281908362083,145
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,3-4,other,improved,improved,M,primary,yes,1.2695687019568342,0.013729102628879775,137
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,3-4,other,improved,improved,M,secondary,yes,3.3158082027319766,0.03585711513116405,359
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,3-4,other,unimproved,unimproved,F,secondary,yes,1.043032126117699,0.01127933847346486,113
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,3-4,other,unimproved,unimproved,M,secondary,yes,0.5093538318216959,0.005508146995680267,55
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,5-6,clean,improved,improved,F,primary,yes,1.2586522099481934,0.013611051798780568,136
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,5-6,clean,improved,improved,F,secondary,yes,6.04590663665263,0.0653803709647936,654
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,5-6,clean,improved,improved,M,secondary,yes,6.045389772002259,0.06537478159588489,654
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,5-6,other,improved,improved,F,secondary,yes,0.615545058257721,0.006656497804722477,67
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,5-6,other,improved,improved,M,primary,yes,0.6347843509784171,0.006864551314439887,69
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,5-6,other,improved,improved,M,secondary,yes,3.3158082027319766,0.03585711513116405,359
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,5-6,other,unimproved,unimproved,M,secondary,yes,0.5093538318216959,0.005508146995680267,55
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,7+,clean,improved,improved,F,secondary,yes,1.0749093044305773,0.011624057945441482,116
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,7+,other,improved,improved,F,secondary,yes,0.7207651331190115,0.007794346590820061,78
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,7+,other,improved,improved,M,primary,yes,1.3780775040903102,0.014902515677209594,149
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,improved,7+,other,unimproved,unimproved,M,secondary,yes,0.5964217850059211,0.006449698928325004,64
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,other,1-2,clean,improved,improved,M,preprimary/other,yes,2.8136794074473865,0.030427099604826435,304
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,other,1-2,other,improved,improved,F,secondary,yes,1.5624145557125304,0.016895934620293006,169
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,other,1-2,other,improved,improved,M,primary,yes,0.7629888101417571,0.008250952991340526,83
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,other,1-2,other,unimproved,unimproved,F,primary,no,0.6394904328142982,0.006915442834060001,69
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,other,3-4,other,improved,improved,M,secondary,no,0.8218774189271102,0.008887773789175183,89
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,other,5-6,clean,improved,improved,M,secondary,yes,2.8136794074473865,0.030427099604826435,304
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,other,5-6,other,improved,improved,F,preprimary/other,no,1.6830040300389,0.018199987931025677,182
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,other,5-6,other,improved,improved,M,primary,yes,1.6112489189897097,0.01742402891264205,174
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,other,7+,other,improved,improved,M,preprimary/other,yes,0.7629888101417571,0.008250952991340526,83
Harare,Epworth - Hatfield/Kutsaga Village/Mukuvisi East,other,7+,other,improved,improved,M,primary,yes,1.6112489189897097,0.01742402891264205,174
Harare,Harare,improved,1-2,clean,improved,improved,F,higher,yes,14.666698388531932,0.022007786044176435,220
Harare,Harare,improved,1-2,clean,improved,improved,F,preprimary/other,yes,2.66569214002158,0.003999944685786228,40
Harare,Harare,improved,1-2,clean,improved,improved,F,primary,yes,8.9701921738638,0.013460021124583898,135
Harare,Harare,improved,1-2,clean,improved,improved,F,secondary,no,1.5023035393557496,0.0022542479562682083,23
Harare,Harare,improved,1-2,clean,improved,improved,F,secondary,yes,40.717801517627926,0.061098185852780346,611
Harare,Harare,improved,1-2,clean,improved,improved,M,higher,yes,20.235968356088293,0.03036462946055668,304
Harare,Harare,improved,1-2,clean,improved,improved,M,primary,yes,11.153583847642343,0.01673626063904249,167
Harare,Harare,improved,1-2,clean,improved,improved,M,secondary,yes,52.867635793238016,0.07932934777664621,793
Harare,Harare,improved,1-2,other,improved,improved,F,secondary,yes,1.590638822581533,0.0023867974886772783,24
Harare,Harare,improved,1-2,other,improved,improved,M,preprimary/other,yes,0.26248583084490107,3.9386723936311164e-4,4
Harare,Harare,improved,1-2,other,improved,improved,M,primary,no,0.6812199553415503,0.0010221893591200323,10
Harare,Harare,improved,1-2,other,improved,improved,M,secondary,no,1.473094057838011,0.002210418322449164,22
Harare,Harare,improved,1-2,other,improved,improved,M,secondary,yes,2.0055660413751144,0.0030094072412753443,30
Harare,Harare,improved,3-4,clean,improved,improved,F,higher,yes,17.41786167544463,0.02613598254669061,261
Harare,Harare,improved,3-4,clean,improved,improved,F,preprimary/other,yes,3.378695037044151,0.005069825226782433,51
Harare,Harare,improved,3-4,clean,improved,improved,F,primary,no,1.8786816086073792,0.0028190136452038213,28
Harare,Harare,improved,3-4,clean,improved,improved,F,primary,yes,10.423332269523373,0.015640497975631426,156
Harare,Harare,improved,3-4,clean,improved,improved,F,secondary,yes,58.77210648680251,0.08818916914105651,882
Harare,Harare,improved,3-4,clean,improved,improved,M,higher,yes,30.198306253327715,0.045313392647346504,453
Harare,Harare,improved,3-4,clean,improved,improved,M,preprimary/other,yes,1.5026082209935625,0.0022547051394814265,23
Harare,Harare,improved,3-4,clean,improved,improved,M,primary,yes,10.766086510690608,0.016154810181795064,162
Harare,Harare,improved,3-4,clean,improved,improved,M,secondary,no,3.111072662077821,0.004668250461087473,47
Harare,Harare,improved,3-4,clean,improved,improved,M,secondary,yes,102.90536781780764,0.15441234678299523,1544
Harare,Harare,improved,3-4,clean,unimproved,unimproved,F,secondary,yes,0.8592854500716607,0.0012893815523497556,13
Harare,Harare,improved,3-4,clean,unimproved,unimproved,M,secondary,yes,0.8861430197699011,0.0013296820775209556,13
Harare,Harare,improved,3-4,other,improved,improved,F,primary,no,0.6605732741374615,9.912084436866585e-4,10
Harare,Harare,improved,3-4,other,improved,improved,F,primary,yes,1.729938862051153,0.0025958210455392524,26
Harare,Harare,improved,3-4,other,improved,improved,F,secondary,yes,1.3061241799126089,0.00195987540870944,20
Harare,Harare,improved,3-4,other,improved,improved,M,primary,yes,1.8972289219822216,0.0028468444012222987,28
Harare,Harare,improved,3-4,other,improved,improved,M,secondary,no,0.6812199553415503,0.0010221893591200323,10
Harare,Harare,improved,3-4,other,improved,improved,M,secondary,yes,0.11602050683481116,1.740919751342219e-4,2
Harare,Harare,improved,5-6,clean,improved,improved,F,higher,yes,8.685317445704007,0.013032558726391008,130
Harare,Harare,improved,5-6,clean,improved,improved,F,primary,yes,10.891142041131696,0.01634245945940893,163
Harare,Harare,improved,5-6,clean,improved,improved,F,secondary,yes,31.02377464564484,0.046552030770467,466
Harare,Harare,improved,5-6,clean,improved,improved,M,higher,yes,43.504562319482744,0.06527979740971215,653
Harare,Harare,improved,5-6,clean,improved,improved,M,preprimary/other,yes,3.166312543867224,0.004751139429505708,48
Harare,Harare,improved,5-6,clean,improved,improved,M,primary,yes,1.7749307549916853,0.002663332623627744,27
Harare,Harare,improved,5-6,clean,improved,improved,M,secondary,yes,66.99327152749265,0.10052525436326595,1005
Harare,Harare,improved,5-6,other,improved,improved,F,primary,yes,0.6132423215903996,9.201870420508764e-4,9
Harare,Harare,improved,5-6,other,improved,improved,F,secondary,yes,0.6132423215903996,9.201870420508764e-4,9
Harare,Harare,improved,5-6,other,improved,improved,M,primary,yes,0.5016711352637957,7.527713952349048e-4,8
Harare,Harare,improved,5-6,other,improved,improved,M,secondary,yes,1.157381302350542,0.0017366826124669884,17
Harare,Harare,improved,5-6,other,unimproved,unimproved,F,primary,yes,0.6103539638131948,9.15852981426199e-4,9
Harare,Harare,improved,5-6,other,unimproved,unimproved,F,secondary,yes,0.49206841009211216,7.383622408757558e-4,7
Harare,Harare,improved,7+,clean,improved,improved,F,higher,yes,1.6405784907667338,0.002461733340184011,25
Harare,Harare,improved,7+,clean,improved,improved,F,preprimary/other,yes,1.262882347779825,0.001894989845201799,19
Harare,Harare,improved,7+,clean,improved,improved,F,primary,yes,5.813737081781982,0.00872367307375709,87
Harare,Harare,improved,7+,clean,improved,improved,F,secondary,yes,12.19189992582136,0.018294282593912692,183
Harare,Harare,improved,7+,clean,improved,improved,M,higher,yes,6.979181302250295,0.010472454317567475,105
Harare,Harare,improved,7+,clean,improved,improved,M,primary,yes,2.200018152442374,0.0033011880049373856,33
Harare,Harare,improved,7+,clean,improved,improved,M,secondary,yes,23.328922010688625,0.03500569185045499,350
Harare,Harare,improved,7+,clean,unimproved,unimproved,M,higher,yes,1.0991579494418422,0.0016493168632271214,16
Harare,Harare,improved,7+,other,improved,improved,F,higher,yes,0.6800286371937945,0.0010204017533336574,10
Harare,Harare,improved,7+,other,improved,improved,M,higher,yes,0.6324096406607402,9.489481337407658e-4,9
Harare,Harare,improved,7+,other,improved,improved,M,secondary,yes,3.8421762338149414,0.005765291564455679,58
Harare,Harare,other,1-2,clean,improved,improved,F,higher,yes,1.5060817562793445,0.002259917275121044,23
Harare,Harare,other,1-2,clean,improved,improved,F,secondary,yes,5.309128138387064,0.007966493416275576,80
